datetime,open,high,low,close,volume
2025-07-05 19:30:00,108042.1,108138.0,108032.0,108114.8,15.994946
2025-07-05 19:45:00,108114.8,108164.7,108114.8,108136.2,20.841563
2025-07-05 20:00:00,108136.2,108160.4,108029.1,108039.5,30.779452
2025-07-05 20:15:00,108039.5,108071.6,107984.9,107984.9,15.890225
2025-07-05 20:30:00,107984.9,108083.6,107984.9,108057.1,9.585231
2025-07-05 20:45:00,108057.1,108129.6,108057.0,108091.7,8.65839
2025-07-05 21:00:00,108091.7,108140.1,108050.1,108050.1,30.75923
2025-07-05 21:15:00,108050.1,108121.2,108050.1,108082.3,19.222185
2025-07-05 21:30:00,108082.3,108127.3,108049.0,108089.4,10.831769
2025-07-05 21:45:00,108089.4,108136.0,108055.3,108080.8,16.900092
2025-07-05 22:00:00,108080.8,108136.3,108048.5,108114.1,19.905681
2025-07-05 22:15:00,108114.1,108139.5,108090.4,108133.4,8.120436
2025-07-05 22:30:00,108133.4,108196.4,108100.6,108173.3,41.203702
2025-07-05 22:45:00,108173.3,108200.0,108170.3,108190.6,28.563865
2025-07-05 23:00:00,108190.6,108228.0,108190.6,108227.7,16.103995
2025-07-05 23:15:00,108227.7,108227.8,108169.3,108212.3,8.630613
2025-07-05 23:30:00,108212.3,108228.1,108183.5,108225.8,14.803137
2025-07-05 23:45:00,108225.8,108225.8,108184.5,108203.6,4.917126
2025-07-06 00:00:00,108203.6,108248.9,108118.5,108131.9,22.623836
2025-07-06 00:15:00,108131.9,108220.5,108125.4,108215.0,19.860883
2025-07-06 00:30:00,108215.0,108250.0,108170.4,108244.6,11.750282
2025-07-06 00:45:00,108244.6,108244.6,108190.0,108215.4,7.995531
2025-07-06 01:00:00,108215.4,108215.4,108154.5,108167.1,14.252648
2025-07-06 01:15:00,108167.1,108167.2,108101.7,108101.8,9.840987
2025-07-06 01:30:00,108101.8,108163.6,108088.0,108132.1,17.682563
2025-07-06 01:45:00,108132.1,108210.0,108132.0,108210.0,8.091545
2025-07-06 02:00:00,108210.0,108248.0,108185.5,108237.4,26.938515
2025-07-06 02:15:00,108237.4,108268.6,108121.7,108150.6,42.309011
2025-07-06 02:30:00,108150.6,108150.6,108101.5,108138.4,8.604658
2025-07-06 02:45:00,108138.4,108157.8,108043.2,108054.3,18.098453
2025-07-06 03:00:00,108054.3,108107.8,108013.2,108101.3,25.988785
2025-07-06 03:15:00,108101.3,108101.3,108024.0,108041.1,17.113328
2025-07-06 03:30:00,108041.1,108067.2,108024.2,108067.2,8.2937
2025-07-06 03:45:00,108067.2,108071.6,108028.4,108049.8,8.847125
2025-07-06 04:00:00,108049.8,108103.9,108049.8,108102.7,7.935675
2025-07-06 04:15:00,108102.7,108102.8,108004.5,108004.5,6.543146
2025-07-06 04:30:00,108004.5,108013.0,107952.0,108012.9,14.475687
2025-07-06 04:45:00,108012.9,108013.0,107995.3,107995.4,2.767722
2025-07-06 05:00:00,107995.4,107995.4,107969.0,107981.0,5.741712
2025-07-06 05:15:00,107981.0,108021.6,107975.6,108009.3,11.606695
2025-07-06 05:30:00,108009.3,108024.8,107991.0,108002.3,12.09208
2025-07-06 05:45:00,108002.3,108018.5,107992.7,107992.7,21.086988
2025-07-06 06:00:00,107992.7,108088.5,107968.2,108088.5,18.530434
2025-07-06 06:15:00,108088.5,108216.5,108088.4,108122.0,29.048779
2025-07-06 06:30:00,108122.0,108142.8,108059.2,108142.8,19.475241
2025-07-06 06:45:00,108142.8,108143.1,108118.0,108121.4,11.24367
2025-07-06 07:00:00,108121.4,108145.3,108118.9,108143.7,11.901015
2025-07-06 07:15:00,108143.7,108187.7,108101.8,108124.9,17.385364
2025-07-06 07:30:00,108124.9,108124.9,108055.0,108055.0,8.515894
2025-07-06 07:45:00,108055.0,108059.1,108035.9,108040.1,14.979367
2025-07-06 08:00:00,108040.1,108064.8,108010.4,108017.1,26.044695
2025-07-06 08:15:00,108017.1,108017.1,107969.0,107978.3,26.659664
2025-07-06 08:30:00,107978.3,108025.7,107978.3,108014.4,11.491419
2025-07-06 08:45:00,108014.4,108040.0,108001.3,108002.4,12.031114
2025-07-06 09:00:00,108002.4,108070.5,107995.9,108057.8,21.382781
2025-07-06 09:15:00,108057.8,108057.8,108019.8,108019.8,9.998694
2025-07-06 09:30:00,108019.8,108027.6,108009.7,108025.0,13.93411
2025-07-06 09:45:00,108025.0,108025.1,107823.1,107860.3,61.830851
2025-07-06 10:00:00,107860.3,107934.3,107808.5,107915.2,42.923218
2025-07-06 10:15:00,107915.2,107963.1,107897.3,107961.1,15.14691
2025-07-06 10:30:00,107961.1,108135.3,107961.0,108038.6,48.46294
2025-07-06 10:45:00,108038.6,108038.6,107978.3,107994.2,15.851682
2025-07-06 11:00:00,107994.2,108018.0,107959.3,107974.2,14.111264
2025-07-06 11:15:00,107974.2,108003.3,107959.5,108000.7,9.357788
2025-07-06 11:30:00,108000.7,108048.0,108000.7,108039.2,10.243946
2025-07-06 11:45:00,108039.2,108097.5,108039.2,108078.8,14.16229
2025-07-06 12:00:00,108078.8,108106.2,108048.0,108066.8,16.872038
2025-07-06 12:15:00,108066.8,108103.1,108055.9,108091.3,13.515975
2025-07-06 12:30:00,108091.3,108193.5,108091.2,108171.1,39.761434
2025-07-06 12:45:00,108171.1,108251.9,108171.0,108246.4,36.675631
2025-07-06 13:00:00,108246.4,108246.5,108194.5,108232.2,16.834028
2025-07-06 13:15:00,108232.2,108467.9,108232.2,108465.9,79.366785
2025-07-06 13:30:00,108465.9,108714.9,108465.8,108690.4,195.317574
2025-07-06 13:45:00,108690.4,109124.0,108690.4,108780.0,234.173465
2025-07-06 14:00:00,108780.0,108907.3,108730.0,108813.7,93.255658
2025-07-06 14:15:00,108813.7,108942.5,108800.0,108910.1,54.899053
2025-07-06 14:30:00,108910.1,109049.9,108622.6,108742.6,353.411378
2025-07-06 14:45:00,108742.6,108946.2,108629.3,108927.8,161.679971
2025-07-06 15:00:00,108927.8,108985.0,108850.8,108912.7,65.286596
2025-07-06 15:15:00,108912.7,108912.8,108730.0,108828.1,42.411069
2025-07-06 15:30:00,108828.1,108865.8,108672.1,108766.5,28.758901
2025-07-06 15:45:00,108766.5,108917.8,108698.6,108910.2,46.320913
2025-07-06 16:00:00,108910.2,108963.1,108676.0,108752.2,69.361507
2025-07-06 16:15:00,108752.2,108872.7,108752.2,108825.1,36.238209
2025-07-06 16:30:00,108825.1,108826.8,108712.5,108745.5,34.455758
2025-07-06 16:45:00,108745.5,108879.0,108716.7,108851.0,25.818753
2025-07-06 17:00:00,108851.0,108851.1,108724.9,108772.4,41.164288
2025-07-06 17:15:00,108772.4,108870.4,108760.7,108870.4,19.199315
2025-07-06 17:30:00,108870.4,108961.0,108870.3,108953.5,29.3463
2025-07-06 17:45:00,108953.5,108971.0,108869.0,108926.2,26.623439
2025-07-06 18:00:00,108926.2,108942.0,108762.2,108799.2,35.524237
2025-07-06 18:15:00,108799.2,108826.8,108500.0,108567.5,55.820638
2025-07-06 18:30:00,108567.5,108636.0,108400.0,108421.3,69.133023
2025-07-06 18:45:00,108421.3,108477.2,108290.4,108477.2,70.199035
2025-07-06 19:00:00,108477.2,108635.9,108477.1,108554.6,32.969589
2025-07-06 19:15:00,108554.6,108564.5,108460.5,108469.4,27.566071
2025-07-06 19:30:00,108469.4,108526.6,108327.8,108371.2,33.25709
2025-07-06 19:45:00,108371.2,108550.6,108301.2,108550.5,20.169877
2025-07-06 20:00:00,108550.5,108827.3,108536.6,108796.5,41.727154
2025-07-06 20:15:00,108796.5,108854.4,108708.7,108708.7,41.533215
2025-07-06 20:30:00,108708.7,108776.1,108708.0,108760.8,17.307576
2025-07-06 20:45:00,108760.8,108841.9,108668.6,108668.6,27.597631
2025-07-06 21:00:00,108668.6,108958.4,108668.6,108928.8,48.49657
2025-07-06 21:15:00,108928.8,109327.0,108923.9,109307.7,84.647598
2025-07-06 21:30:00,109307.7,109700.0,109203.6,109435.1,240.778641
2025-07-06 21:45:00,109435.1,109445.6,109038.4,109206.8,84.797192
2025-07-06 22:00:00,109206.8,109536.8,109205.3,109388.1,109.220033
2025-07-06 22:15:00,109388.1,109511.9,109313.0,109456.5,57.772827
2025-07-06 22:30:00,109456.5,109466.9,109267.5,109339.1,42.942979
2025-07-06 22:45:00,109339.1,109378.6,109222.8,109235.5,34.721714
2025-07-06 23:00:00,109235.5,109252.1,109015.5,109240.8,104.878331
2025-07-06 23:15:00,109240.8,109240.8,109044.0,109063.4,44.523529
2025-07-06 23:30:00,109063.4,109170.2,108989.1,109170.2,49.864281
2025-07-06 23:45:00,109170.2,109288.6,109136.6,109205.1,32.439816
2025-07-07 00:00:00,109205.1,109278.0,109102.5,109278.0,81.12289
2025-07-07 00:15:00,109278.0,109299.4,108985.2,109012.4,61.458162
2025-07-07 00:30:00,109012.4,109046.7,108833.0,108849.5,81.311205
2025-07-07 00:45:00,108849.5,108928.4,108801.0,108829.6,35.725972
2025-07-07 01:00:00,108829.6,108829.6,108680.0,108772.2,58.448677
2025-07-07 01:15:00,108772.2,108948.0,108723.6,108911.9,64.304836
2025-07-07 01:30:00,108911.9,109093.4,108911.0,109032.8,43.041198
2025-07-07 01:45:00,109032.8,109096.9,108960.1,109016.3,27.213126
2025-07-07 02:00:00,109016.3,109504.4,109016.3,109455.0,94.0925
2025-07-07 02:15:00,109455.0,109515.3,109411.6,109445.4,54.057722
2025-07-07 02:30:00,109445.4,109480.6,109333.3,109480.6,41.2955
2025-07-07 02:45:00,109480.6,109480.6,109359.0,109362.8,28.405595
2025-07-07 03:00:00,109362.8,109470.0,109362.8,109400.0,30.185827
2025-07-07 03:15:00,109400.0,109705.0,109400.0,109618.6,86.532865
2025-07-07 03:30:00,109618.6,109618.7,109516.5,109535.9,84.353555
2025-07-07 03:45:00,109535.9,109544.3,109371.1,109401.1,48.835998
2025-07-07 04:00:00,109401.1,109457.1,109302.5,109334.9,39.329858
2025-07-07 04:15:00,109334.9,109372.2,109205.1,109236.7,27.233875
2025-07-07 04:30:00,109236.7,109247.9,109147.0,109147.1,28.011362
2025-07-07 04:45:00,109147.1,109202.7,109121.7,109121.7,23.983822
2025-07-07 05:00:00,109121.7,109203.8,109120.7,109146.1,30.463599
2025-07-07 05:15:00,109146.1,109200.5,109117.5,109117.5,34.653976
2025-07-07 05:30:00,109117.5,109202.7,109043.5,109151.5,48.528734
2025-07-07 05:45:00,109151.5,109157.8,109023.2,109085.4,29.546691
2025-07-07 06:00:00,109085.4,109178.6,109010.4,109133.8,47.525633
2025-07-07 06:15:00,109133.8,109182.5,109130.8,109152.3,34.091228
2025-07-07 06:30:00,109152.3,109152.4,108835.1,108835.1,78.998226
2025-07-07 06:45:00,108835.1,108894.3,108770.8,108786.8,94.558758
2025-07-07 07:00:00,108786.8,108902.3,108654.7,108878.4,95.675817
2025-07-07 07:15:00,108878.4,108963.3,108844.4,108914.3,45.979224
2025-07-07 07:30:00,108914.3,108969.2,108848.5,108936.4,33.686405
2025-07-07 07:45:00,108936.4,109062.0,108936.4,109058.0,49.313688
2025-07-07 08:00:00,109058.0,109076.8,108910.6,108910.7,40.799819
2025-07-07 08:15:00,108910.7,108940.4,108870.2,108887.8,28.126945
2025-07-07 08:30:00,108887.8,109092.0,108856.7,109053.6,99.030058
2025-07-07 08:45:00,109053.6,109092.9,108950.5,109016.8,45.25865
2025-07-07 09:00:00,109016.8,109016.8,108846.0,108908.7,39.099239
2025-07-07 09:15:00,108908.7,108908.7,108767.3,108863.9,41.931933
2025-07-07 09:30:00,108863.9,108929.5,108819.7,108923.9,28.144323
2025-07-07 09:45:00,108923.9,108924.0,108780.0,108859.4,31.795379
2025-07-07 10:00:00,108859.4,108864.8,108734.9,108853.0,60.440048
2025-07-07 10:15:00,108853.0,108910.0,108744.4,108744.4,103.683196
2025-07-07 10:30:00,108744.4,108813.6,108729.3,108758.4,30.266573
2025-07-07 10:45:00,108758.4,108792.3,108678.0,108685.8,28.070373
2025-07-07 11:00:00,108685.8,108754.8,108680.8,108715.8,33.591628
2025-07-07 11:15:00,108715.8,108820.6,108579.0,108751.8,68.861109
2025-07-07 11:30:00,108751.8,108789.6,108647.7,108756.8,40.139526
2025-07-07 11:45:00,108756.8,108766.2,108629.0,108650.3,30.289892
2025-07-07 12:00:00,108650.3,108650.4,108500.3,108529.0,51.714179
2025-07-07 12:15:00,108529.0,108529.1,108389.7,108436.0,70.294716
2025-07-07 12:30:00,108436.0,108550.5,108424.8,108493.6,62.582587
2025-07-07 12:45:00,108493.6,108559.5,108315.9,108348.1,66.757145
2025-07-07 13:00:00,108348.1,108406.5,108209.0,108269.7,70.071916
2025-07-07 13:15:00,108269.7,108442.3,108000.0,108420.3,168.00395
2025-07-07 13:30:00,108420.3,108521.9,108004.0,108150.5,206.299217
2025-07-07 13:45:00,108150.5,108578.9,108010.4,108528.8,161.956391
2025-07-07 14:00:00,108528.8,108664.4,108116.7,108144.3,169.860186
2025-07-07 14:15:00,108144.3,108308.1,108074.5,108149.8,145.116837
2025-07-07 14:30:00,108149.8,108214.7,107961.8,108180.8,106.148591
2025-07-07 14:45:00,108180.8,108376.7,108130.6,108218.7,89.833847
2025-07-07 15:00:00,108218.7,108463.3,108210.7,108432.8,85.962917
2025-07-07 15:15:00,108432.8,108592.5,108251.2,108544.7,60.714837
2025-07-07 15:30:00,108544.7,108625.0,108400.1,108468.0,55.138795
2025-07-07 15:45:00,108468.0,108532.0,108272.9,108300.8,69.932289
2025-07-07 16:00:00,108300.8,108406.8,108250.0,108277.7,60.09753
2025-07-07 16:15:00,108277.7,108500.0,107900.0,108160.2,279.716577
2025-07-07 16:30:00,108160.2,108354.0,108106.7,108272.1,137.639872
2025-07-07 16:45:00,108272.1,108315.9,107900.1,107974.6,107.065062
2025-07-07 17:00:00,107974.6,108053.1,107804.1,108026.6,118.921955
2025-07-07 17:15:00,108026.6,108125.0,107980.5,108125.0,51.279195
2025-07-07 17:30:00,108125.0,108357.4,107916.4,107981.9,124.133719
2025-07-07 17:45:00,107981.9,108070.5,107893.6,107942.3,56.82858
2025-07-07 18:00:00,107942.3,108097.7,107913.1,108048.6,52.701019
2025-07-07 18:15:00,108048.6,108059.7,107521.5,107538.1,152.002386
2025-07-07 18:30:00,107538.1,107821.5,107500.1,107736.2,140.701304
2025-07-07 18:45:00,107736.2,108030.5,107736.2,108021.2,66.845949
2025-07-07 19:00:00,108021.2,108197.9,107995.6,108160.3,109.448235
2025-07-07 19:15:00,108160.3,108309.5,108160.2,108192.5,69.035094
2025-07-07 19:30:00,108192.5,108265.3,108102.0,108103.1,52.74665
2025-07-07 19:45:00,108103.1,108156.7,108005.3,108044.7,78.990436
2025-07-07 20:00:00,108044.7,108044.7,107850.0,107974.3,66.664555
2025-07-07 20:15:00,107974.3,108107.0,107878.2,108029.7,36.872118
2025-07-07 20:30:00,108029.7,108142.2,107981.5,107981.6,30.113933
2025-07-07 20:45:00,107981.6,107981.6,107851.0,107864.1,54.824345
2025-07-07 21:00:00,107864.1,107968.5,107859.2,107946.2,33.508637
2025-07-07 21:15:00,107946.2,107953.3,107763.9,107781.6,67.812967
2025-07-07 21:30:00,107781.6,108114.8,107777.3,108039.8,109.089598
2025-07-07 21:45:00,108039.8,108202.9,108039.8,108161.9,46.023569
2025-07-07 22:00:00,108161.9,108177.5,107962.5,108039.8,54.550616
2025-07-07 22:15:00,108039.8,108098.0,107982.4,107982.4,31.98196
2025-07-07 22:30:00,107982.4,108078.5,107971.5,108073.6,45.59546
2025-07-07 22:45:00,108073.6,108073.6,108002.3,108009.0,34.034584
2025-07-07 23:00:00,108009.0,108215.3,108009.0,108185.4,76.397282
2025-07-07 23:15:00,108185.4,108197.0,108153.0,108172.3,16.436461
2025-07-07 23:30:00,108172.3,108271.8,108162.4,108192.6,27.225474
2025-07-07 23:45:00,108192.6,108296.4,108192.6,108252.5,10.620918
2025-07-08 00:00:00,108252.5,108288.1,108180.1,108269.8,50.017789
2025-07-08 00:15:00,108269.8,108419.0,108180.0,108418.9,59.646193
2025-07-08 00:30:00,108418.9,108513.8,108299.1,108513.7,59.598052
2025-07-08 00:45:00,108513.7,108516.7,108181.3,108294.3,105.9549
2025-07-08 01:00:00,108294.3,108294.3,108119.6,108164.8,36.999098
2025-07-08 01:15:00,108164.8,108164.9,107989.5,108040.9,35.227566
2025-07-08 01:30:00,108040.9,108120.4,107856.6,107865.7,68.513341
2025-07-08 01:45:00,107865.7,107901.0,107676.0,107692.1,62.99178
2025-07-08 02:00:00,107692.1,107780.4,107508.4,107634.0,83.780161
2025-07-08 02:15:00,107634.0,107934.8,107434.3,107912.6,144.081985
2025-07-08 02:30:00,107912.6,107937.5,107687.6,107727.6,106.202751
2025-07-08 02:45:00,107727.6,107771.5,107550.1,107771.4,61.534824
2025-07-08 03:00:00,107771.4,107815.5,107678.5,107771.5,33.704189
2025-07-08 03:15:00,107771.5,107904.6,107743.5,107885.9,27.762807
2025-07-08 03:30:00,107885.9,107999.5,107863.1,107944.9,30.714925
2025-07-08 03:45:00,107944.9,107945.0,107857.5,107894.0,23.041005
2025-07-08 04:00:00,107894.0,107894.0,107800.0,107822.9,27.451729
2025-07-08 04:15:00,107822.9,107859.7,107735.6,107859.7,25.892788
2025-07-08 04:30:00,107859.7,107992.5,107859.7,107985.5,21.856417
2025-07-08 04:45:00,107985.5,108028.0,107945.2,108027.9,32.194777
2025-07-08 05:00:00,108027.9,108043.5,107978.1,108014.4,22.578372
2025-07-08 05:15:00,108014.4,108100.0,108005.3,108099.9,28.531196
2025-07-08 05:30:00,108099.9,108139.8,108011.7,108129.7,27.74189
2025-07-08 05:45:00,108129.7,108222.0,108128.7,108211.5,64.346412
2025-07-08 06:00:00,108211.5,108285.3,108187.8,108246.8,48.692741
2025-07-08 06:15:00,108246.8,108254.4,108129.0,108190.0,36.433715
2025-07-08 06:30:00,108190.0,108315.6,108187.0,108310.0,28.762102
2025-07-08 06:45:00,108310.0,108381.4,108226.0,108290.3,51.580943
2025-07-08 07:00:00,108290.3,108325.7,108226.9,108226.9,27.692635
2025-07-08 07:15:00,108226.9,108390.6,108216.0,108351.0,59.47298
2025-07-08 07:30:00,108351.0,108422.9,108320.9,108407.1,39.080798
2025-07-08 07:45:00,108407.1,108496.5,108386.8,108482.4,65.823381
2025-07-08 08:00:00,108482.4,108521.7,108435.0,108477.2,58.631583
2025-07-08 08:15:00,108477.2,108480.5,108365.0,108394.4,52.926517
2025-07-08 08:30:00,108394.4,108409.5,108286.5,108286.6,61.211324
2025-07-08 08:45:00,108286.6,108351.4,108268.1,108268.1,53.707861
2025-07-08 09:00:00,108268.1,108354.7,108231.0,108346.8,34.280468
2025-07-08 09:15:00,108346.8,108399.7,108285.6,108399.6,31.762727
2025-07-08 09:30:00,108399.6,108493.6,108391.8,108493.5,32.183715
2025-07-08 09:45:00,108493.5,108493.6,108437.7,108459.8,28.783767
2025-07-08 10:00:00,108459.8,108523.0,108408.6,108515.5,31.235014
2025-07-08 10:15:00,108515.5,108691.7,108515.5,108527.1,88.989609
2025-07-08 10:30:00,108527.1,108915.3,108517.6,108883.9,108.927229
2025-07-08 10:45:00,108883.9,108889.4,108804.4,108834.3,83.404919
2025-07-08 11:00:00,108834.3,109013.5,108834.3,108944.4,110.108793
2025-07-08 11:15:00,108944.4,108987.0,108870.0,108903.9,43.527391
2025-07-08 11:30:00,108903.9,108955.5,108851.7,108889.2,50.650973
2025-07-08 11:45:00,108889.2,108916.8,108758.4,108767.8,39.999584
2025-07-08 12:00:00,108767.8,108827.0,108767.8,108812.9,38.698092
2025-07-08 12:15:00,108812.9,108812.9,108688.8,108709.3,28.459241
2025-07-08 12:30:00,108709.3,108815.8,108701.9,108792.5,60.412952
2025-07-08 12:45:00,108792.5,108957.2,108792.5,108957.1,46.184121
2025-07-08 13:00:00,108957.1,108957.2,108830.6,108843.2,43.691575
2025-07-08 13:15:00,108843.2,108891.9,108801.0,108891.8,27.476105
2025-07-08 13:30:00,108891.8,109035.0,108638.6,109031.8,127.159755
2025-07-08 13:45:00,109031.8,109221.6,108878.3,109032.0,291.609205
2025-07-08 14:00:00,109032.0,109087.0,108527.5,108624.9,172.088655
2025-07-08 14:15:00,108624.9,108727.9,108384.4,108517.4,99.267439
2025-07-08 14:30:00,108517.4,108815.6,108482.4,108755.8,87.981763
2025-07-08 14:45:00,108755.8,108765.6,108247.9,108388.7,173.38909
2025-07-08 15:00:00,108388.7,108524.8,108329.6,108450.7,78.861505
2025-07-08 15:15:00,108450.7,108537.2,108231.9,108273.6,73.519969
2025-07-08 15:30:00,108273.6,108374.9,108203.1,108324.6,94.113691
2025-07-08 15:45:00,108324.6,108391.2,108212.3,108261.3,66.164089
2025-07-08 16:00:00,108261.3,108341.5,108114.5,108154.2,77.231195
2025-07-08 16:15:00,108154.2,108544.9,108086.8,108450.7,88.631438
2025-07-08 16:30:00,108450.7,108536.7,108177.0,108362.2,91.819551
2025-07-08 16:45:00,108362.2,108468.3,108293.7,108437.3,62.094519
2025-07-08 17:00:00,108437.3,108888.5,108436.5,108767.7,129.959879
2025-07-08 17:15:00,108767.7,109040.0,108695.0,108885.3,174.897403
2025-07-08 17:30:00,108885.3,108958.9,108699.2,108779.8,95.379322
2025-07-08 17:45:00,108779.8,109100.0,108779.7,108997.1,79.096042
2025-07-08 18:00:00,108997.1,109118.8,108906.1,109118.8,75.292989
2025-07-08 18:15:00,109118.8,109133.0,108946.8,109060.4,66.691977
2025-07-08 18:30:00,109060.4,109113.4,108949.7,109020.9,80.337149
2025-07-08 18:45:00,109020.9,109163.8,108966.8,109161.5,51.833631
2025-07-08 19:00:00,109161.5,109161.6,108963.8,108970.6,43.640441
2025-07-08 19:15:00,108970.6,109062.4,108955.1,108955.1,31.318292
2025-07-08 19:30:00,108955.1,108966.2,108760.0,108798.5,34.754063
2025-07-08 19:45:00,108798.5,108875.7,108734.0,108772.0,36.294707
2025-07-08 20:00:00,108772.0,108783.0,108701.9,108717.7,37.009129
2025-07-08 20:15:00,108717.7,108954.3,108689.6,108899.6,16.022176
2025-07-08 20:30:00,108899.6,108903.3,108784.1,108784.1,15.816548
2025-07-08 20:45:00,108784.1,108784.2,108633.6,108633.6,29.532449
2025-07-08 21:00:00,108633.6,108778.5,108630.3,108750.9,41.348451
2025-07-08 21:15:00,108750.9,108751.0,108619.5,108738.5,22.625563
2025-07-08 21:30:00,108738.5,108966.4,108738.4,108912.9,49.802916
2025-07-08 21:45:00,108912.9,108980.0,108831.9,108904.2,26.384535
2025-07-08 22:00:00,108904.2,108980.0,108820.3,108855.6,33.458146
2025-07-08 22:15:00,108855.6,108888.4,108837.5,108883.5,18.137548
2025-07-08 22:30:00,108883.5,108931.6,108865.5,108904.9,25.344838
2025-07-08 22:45:00,108904.9,108933.1,108888.2,108910.4,15.575249
2025-07-08 23:00:00,108910.4,108967.7,108867.7,108929.2,29.369194
2025-07-08 23:15:00,108929.2,108979.8,108820.8,108850.5,26.433867
2025-07-08 23:30:00,108850.5,108980.3,108850.5,108938.7,28.84502
2025-07-08 23:45:00,108938.7,108959.6,108910.0,108930.4,19.277175
2025-07-09 00:00:00,108930.4,108955.7,108792.9,108834.2,31.035632
2025-07-09 00:15:00,108834.2,108887.5,108787.6,108803.6,24.697438
2025-07-09 00:30:00,108803.6,108901.9,108787.2,108892.7,14.08856
2025-07-09 00:45:00,108892.7,108964.9,108862.5,108942.8,20.249943
2025-07-09 01:00:00,108942.8,109135.3,108922.7,109107.5,72.425667
2025-07-09 01:15:00,109107.5,109107.5,108763.1,108789.1,58.374025
2025-07-09 01:30:00,108789.1,108806.6,108720.9,108740.7,31.07156
2025-07-09 01:45:00,108740.7,108795.6,108718.3,108782.0,26.454721
2025-07-09 02:00:00,108782.0,108845.8,108753.0,108838.7,45.374373
